# Experiment Info:
# Start_Time: 20250117_132136
# OSC_IP: 127.0.0.1
# OSC_Port: 5002
# Log_Path: \\megstoreemo2.uni-muenster.de\EmoData\trajdos\EmoScenesApp\logs\ShamScenes_20250117_132136.txt
#
# Format for break lines:
# BREAK,<time>,<reason>,<details>
#
Timestamp,Trial,StimFile,StimON,StimOFF,Stim_Duration,Target_ITI,Actual_ITI,ITI_Error,EEGConnected
1737117720.091693,449,checkerboard225.png,1737117719.491741,1737117720.091693,0.599952,1.437050,1.450520,0.013469,1
1737117723.555015,450,checkerboard225_inverted.png,1737117722.955077,1737117723.555015,0.599939,2.841407,2.863383,0.021976,1
1737117725.390228,451,checkerboard255.png,1737117724.791914,1737117725.390228,0.598314,1.202077,1.236899,0.034822,1
1737117728.184293,452,checkerboard255_inverted.png,1737117727.584773,1737117728.184293,0.599519,2.172767,2.194546,0.021778,1
1737117731.370334,453,checkerboard255.png,1737117730.762749,1737117731.370334,0.607584,2.573773,2.578457,0.004683,1
1737117734.006647,454,checkerboard255_inverted.png,1737117733.409296,1737117734.006647,0.597351,2.014749,2.038962,0.024214,1
1737117737.616309,455,checkerboard225.png,1737117737.021895,1737117737.616309,0.594414,2.981788,3.015248,0.033459,1
1737117739.756168,456,checkerboard225_inverted.png,1737117739.157100,1737117739.756168,0.599068,1.510996,1.540792,0.029795,1
1737117742.621989,457,checkerboard225.png,1737117742.025861,1737117742.621989,0.596128,2.256075,2.269692,0.013617,1
1737117745.992769,458,checkerboard225_inverted.png,1737117745.393588,1737117745.992769,0.599181,2.754956,2.771599,0.016643,1
1737117749.098402,459,checkerboard255.png,1737117748.496018,1737117749.098402,0.602384,2.461905,2.503249,0.041344,1
1737117750.926131,460,checkerboard255_inverted.png,1737117750.326536,1737117750.926131,0.599595,1.205965,1.228134,0.022169,1
1737117754.474625,461,checkerboard225.png,1737117753.876080,1737117754.474625,0.598545,2.904888,2.949950,0.045062,1
1737117756.880685,462,checkerboard225_inverted.png,1737117756.282922,1737117756.880685,0.597763,1.781825,1.808297,0.026473,1
1737117759.153521,463,checkerboard225.png,1737117758.554217,1737117759.153521,0.599304,1.641257,1.673532,0.032275,1
1737117762.097068,464,checkerboard225_inverted.png,1737117761.496951,1737117762.097068,0.600117,2.311231,2.343431,0.032200,1
1737117765.377182,465,checkerboard225.png,1737117764.770220,1737117765.377182,0.606962,2.656584,2.673151,0.016567,1
1737117767.674332,466,checkerboard225_inverted.png,1737117767.075178,1737117767.674332,0.599154,1.677371,1.697996,0.020625,1
1737117770.930693,467,checkerboard255.png,1737117770.332150,1737117770.930693,0.598544,2.629902,2.657817,0.027915,1
1737117773.403090,468,checkerboard255_inverted.png,1737117772.798548,1737117773.403090,0.604541,1.830505,1.867855,0.037350,1
1737117775.364399,469,checkerboard225.png,1737117774.765047,1737117775.364399,0.599352,1.345368,1.361957,0.016589,1
1737117778.153307,470,checkerboard225_inverted.png,1737117777.556125,1737117778.153307,0.597181,2.171428,2.191726,0.020298,1
1737117780.790955,471,checkerboard255.png,1737117780.190201,1737117780.790955,0.600754,2.019870,2.036895,0.017024,1
1737117783.065477,472,checkerboard255_inverted.png,1737117782.470482,1737117783.065477,0.594995,1.647743,1.679527,0.031784,1
1737117784.968687,473,checkerboard225.png,1737117784.367616,1737117784.968687,0.601071,1.267059,1.302139,0.035080,1
1737117787.096565,474,checkerboard225_inverted.png,1737117786.500635,1737117787.096565,0.595930,1.506385,1.531948,0.025563,1
1737117790.557026,475,checkerboard195.png,1737117789.959486,1737117790.557026,0.597539,2.820549,2.862921,0.042373,1
1737117793.134739,476,checkerboard195_inverted.png,1737117792.539807,1737117793.134739,0.594932,1.916181,1.982781,0.066601,1
1737117795.424176,477,checkerboard195.png,1737117794.827380,1737117795.424176,0.596796,1.666811,1.692641,0.025830,1
1737117798.742016,478,checkerboard195_inverted.png,1737117798.142976,1737117798.742016,0.599040,2.694005,2.718800,0.024795,1
1737117800.973195,479,checkerboard225.png,1737117800.375360,1737117800.973195,0.597836,1.596173,1.633344,0.037171,1
1737117803.001573,480,checkerboard225_inverted.png,1737117802.402138,1737117803.001573,0.599435,1.403947,1.428943,0.024997,1
1737117805.813061,481,checkerboard225.png,1737117805.211578,1737117805.813061,0.601483,2.183295,2.210005,0.026710,1
1737117807.888003,482,checkerboard225_inverted.png,1737117807.291657,1737117807.888003,0.596346,1.471567,1.478596,0.007029,1
1737117809.903341,483,checkerboard225.png,1737117809.300915,1737117809.903341,0.602427,1.403922,1.412912,0.008989,1
1737117811.923717,484,checkerboard225_inverted.png,1737117811.327550,1737117811.923717,0.596167,1.405514,1.424208,0.018694,1
1737117813.920483,485,checkerboard255.png,1737117813.319797,1737117813.920483,0.600687,1.364582,1.396080,0.031497,1
1737117817.169580,486,checkerboard255_inverted.png,1737117816.573164,1737117817.169580,0.596415,2.629370,2.652681,0.023311,1
