# Experiment Info:
# POSIX_Start: 1738668221.931160
# System_Time: 20250204_122341
# Display_Hz: 60.0
# ITI_Range: 1.005006 - 3.004990
# Images_N: 51
# Log_Path: \\megstoreemo2.uni-muenster.de\EmoData\trajdos\EmoScenesApp\logs\EmoScenes_20250204_122341.txt
#
# Format for break lines:
# BREAK,<POSIX_time>,<reason>,<details>
#
Timestamp,BlockTrial,StimFile,StimON,StimOFF,Stim_Duration,Target_ITI,Actual_ITI,ITI_Error
1738668821.783054,t229,neutral_02.jpg,1738668821.183943,1738668821.783054,0.599111,2.880570,2.894361,0.013790
1738668824.688308,t230,neutral_22.jpg,1738668824.090709,1738668824.688308,0.597599,2.283060,2.307656,0.024596
1738668826.391438,t231,neutral_08.jpg,1738668825.788395,1738668826.391438,0.603042,1.086205,1.100087,0.013883
1738668828.880782,t232,highpos_16.jpg,1738668828.281899,1738668828.880782,0.598883,1.870530,1.890461,0.019931
1738668831.778278,t233,highpos_13.jpg,1738668831.170104,1738668831.778278,0.608174,2.260682,2.289322,0.028640
1738668835.037515,t234,highpos_19.jpg,1738668834.436216,1738668835.037515,0.601300,2.652023,2.657938,0.005914
1738668838.350145,t235,neutral_15.jpg,1738668837.748022,1738668838.350145,0.602122,2.695985,2.710507,0.014522
1738668841.473217,t236,neutral_25.jpg,1738668840.873490,1738668841.473217,0.599728,2.499196,2.523345,0.024149
1738668844.409825,t237,highpos_03.jpg,1738668843.804548,1738668844.409825,0.605277,2.317855,2.331331,0.013475
1738668846.317472,t238,highpos_25.jpg,1738668845.721313,1738668846.317472,0.596159,1.293307,1.311488,0.018181
1738668848.883046,t239,neutral_13.jpg,1738668848.288228,1738668848.883046,0.594818,1.937712,1.970757,0.033045
1738668851.533965,t240,highpos_12.jpg,1738668850.925719,1738668851.533965,0.608246,2.011157,2.042673,0.031516
1738668854.420233,t241,highpos_11.jpg,1738668853.823673,1738668854.420233,0.596560,2.287434,2.289708,0.002274
1738668856.307178,t242,neutral_05.jpg,1738668855.701562,1738668856.307178,0.605615,1.248955,1.281330,0.032374
1738668858.984878,t243,neutral_07.jpg,1738668858.383784,1738668858.984878,0.601094,2.065981,2.076607,0.010625
1738668861.730547,t244,neutral_01.jpg,1738668861.123063,1738668861.730547,0.607484,2.119215,2.138185,0.018969
1738668865.168986,t245,highpos_24.jpg,1738668864.560503,1738668865.168986,0.608483,2.815694,2.829956,0.014262
1738668866.973599,t246,highpos_17.jpg,1738668866.371151,1738668866.973599,0.602448,1.195334,1.202165,0.006831
1738668869.895060,t247,neutral_10.jpg,1738668869.294785,1738668869.895060,0.600276,2.296406,2.321186,0.024780
1738668872.167716,t248,highpos_22.jpg,1738668871.564711,1738668872.167716,0.603005,1.649337,1.669651,0.020314
1738668875.327001,t249,neutral_11.jpg,1738668874.728448,1738668875.327001,0.598553,2.539937,2.560732,0.020795
1738668877.943945,t250,highpos_28.jpg,1738668877.331007,1738668877.943945,0.612938,1.985781,2.004006,0.018224
1738668879.595384,t251,highpos_04.jpg,1738668878.988959,1738668879.595384,0.606425,1.033534,1.045014,0.011481
1738668881.356142,t252,highpos_02.jpg,1738668880.753247,1738668881.356142,0.602895,1.148175,1.157863,0.009688
1738668883.965761,t253,highpos_08.jpg,1738668883.357454,1738668883.965761,0.608307,1.987419,2.001312,0.013894
1738668885.903948,t254,neutral_09.jpg,1738668885.300873,1738668885.903948,0.603075,1.312155,1.335112,0.022956
1738668889.424085,t255,neutral_04.jpg,1738668888.817964,1738668889.424085,0.606120,2.886169,2.914017,0.027848
1738668891.958092,t256,highpos_27.jpg,1738668891.353983,1738668891.958092,0.604110,1.916262,1.929898,0.013636
1738668894.193151,t257,highpos_07.jpg,1738668893.589828,1738668894.193151,0.603323,1.602247,1.631735,0.029488
1738668896.565574,t258,highpos_26.jpg,1738668895.953877,1738668896.565574,0.611696,1.729553,1.760727,0.031174
1738668898.493912,t259,neutral_23.jpg,1738668897.890583,1738668898.493912,0.603329,1.326940,1.325009,-0.001931
1738668900.629259,t260,neutral_17.jpg,1738668900.033345,1738668900.629259,0.595914,1.509010,1.539433,0.030423
1738668904.116250,t261,neutral_21.jpg,1738668903.521554,1738668904.116250,0.594696,2.854024,2.892296,0.038272
1738668906.328575,t262,neutral_19.jpg,1738668905.718867,1738668906.328575,0.609708,1.564821,1.602617,0.037796
1738668908.163735,t263,neutral_16.jpg,1738668907.550082,1738668908.163735,0.613653,1.202026,1.221507,0.019480
1738668910.027330,t264,highpos_09.jpg,1738668909.426611,1738668910.027330,0.600719,1.254448,1.262876,0.008428
1738668912.542847,t265,neutral_14.jpg,1738668911.933855,1738668912.542847,0.608993,1.874738,1.906525,0.031788
1738668916.072737,t266,neutral_18.jpg,1738668915.470043,1738668916.072737,0.602694,2.902721,2.927196,0.024475
1738668918.408841,t267,neutral_03.jpg,1738668917.796874,1738668918.408841,0.611967,1.718279,1.724136,0.005857
1738668921.693120,t268,highpos_15.jpg,1738668921.089254,1738668921.693120,0.603867,2.671823,2.680413,0.008590
1738668925.064325,t269,highpos_01.jpg,1738668924.462582,1738668925.064325,0.601743,2.744215,2.769462,0.025246
1738668927.147149,t270,highpos_29.jpg,1738668926.549782,1738668927.147149,0.597366,1.477249,1.485457,0.008208
1738668929.159121,t271,neutral_06.jpg,1738668928.556495,1738668929.159121,0.602626,1.385049,1.409347,0.024298
1738668931.427177,t272,highpos_06.jpg,1738668930.829752,1738668931.427177,0.597426,1.645133,1.670631,0.025498
1738668933.552015,t273,highpos_05.jpg,1738668932.951113,1738668933.552015,0.600903,1.508478,1.523935,0.015457
1738668935.285275,t274,neutral_24.jpg,1738668934.686516,1738668935.285275,0.598758,1.114748,1.134501,0.019753
1738668937.660699,t275,neutral_12.jpg,1738668937.058121,1738668937.660699,0.602579,1.756929,1.772846,0.015917
1738668940.848987,t276,highpos_14.jpg,1738668940.254262,1738668940.848987,0.594724,2.579063,2.593563,0.014500
1738668942.586334,t277,highpos_10.jpg,1738668941.985047,1738668942.586334,0.601288,1.109075,1.136060,0.026985
1738668945.608556,t278,neutral_20.jpg,1738668945.003264,1738668945.608556,0.605292,2.394285,2.416929,0.022645
1738668948.229972,t279,neutral_02.jpg,1738668947.632301,1738668948.229972,0.597671,2.014733,2.023745,0.009013
1738668951.196974,t280,neutral_22.jpg,1738668950.596118,1738668951.196974,0.600856,2.346594,2.366146,0.019552
1738668952.932611,t281,neutral_08.jpg,1738668952.317354,1738668952.932611,0.615258,1.097163,1.120380,0.023216
1738668955.441960,t282,highpos_16.jpg,1738668954.837743,1738668955.441960,0.604217,1.899295,1.905131,0.005836
1738668957.602938,t283,highpos_13.jpg,1738668956.993482,1738668957.602938,0.609456,1.532024,1.551522,0.019499
1738668959.657647,t284,highpos_19.jpg,1738668959.060517,1738668959.657647,0.597130,1.449778,1.457579,0.007801
1738668961.884029,t285,neutral_15.jpg,1738668961.269840,1738668961.884029,0.614189,1.569883,1.612193,0.042310
1738668964.468932,t286,neutral_25.jpg,1738668963.873281,1738668964.468932,0.595651,1.985579,1.989252,0.003673
1738668966.766491,t287,highpos_03.jpg,1738668966.166708,1738668966.766491,0.599783,1.678283,1.697776,0.019493
1738668968.998980,t288,highpos_25.jpg,1738668968.398314,1738668968.998980,0.600666,1.607424,1.631823,0.024399
1738668971.819525,t289,neutral_13.jpg,1738668971.221497,1738668971.819525,0.598028,2.210474,2.222517,0.012043
1738668975.081749,t290,highpos_12.jpg,1738668974.482222,1738668975.081749,0.599528,2.638780,2.662697,0.023917
1738668977.767803,t291,highpos_11.jpg,1738668977.167289,1738668977.767803,0.600514,2.066812,2.085540,0.018728
1738668979.621537,t292,neutral_05.jpg,1738668979.021811,1738668979.621537,0.599726,1.229206,1.254008,0.024801
1738668982.844064,t293,neutral_07.jpg,1738668982.245856,1738668982.844064,0.598208,2.602492,2.624319,0.021826
1738668985.817299,t294,neutral_01.jpg,1738668985.219554,1738668985.817299,0.597745,2.354637,2.375491,0.020854
1738668989.242701,t295,highpos_24.jpg,1738668988.640612,1738668989.242701,0.602089,2.807107,2.823313,0.016206
1738668991.399259,t296,highpos_17.jpg,1738668990.795324,1738668991.399259,0.603934,1.544203,1.552623,0.008420
1738668994.330961,t297,neutral_10.jpg,1738668993.730057,1738668994.330961,0.600905,2.311140,2.330798,0.019657
1738668997.553758,t298,highpos_22.jpg,1738668996.954355,1738668997.553758,0.599403,2.612352,2.623393,0.011041
1738668999.474989,t299,neutral_11.jpg,1738668998.862690,1738668999.474989,0.612299,1.292186,1.308933,0.016747
1738669001.713269,t300,highpos_28.jpg,1738669001.110433,1738669001.713269,0.602836,1.635885,1.635444,-0.000441
1738669003.718409,t301,highpos_04.jpg,1738669003.116813,1738669003.718409,0.601596,1.386303,1.403544,0.017241
1738669007.345013,t302,highpos_02.jpg,1738669006.741859,1738669007.345013,0.603154,3.001138,3.023450,0.022312
1738669009.616534,t303,highpos_08.jpg,1738669009.015475,1738669009.616534,0.601059,1.655884,1.670462,0.014579
1738669012.289649,t304,neutral_09.jpg,1738669011.685146,1738669012.289649,0.604503,2.053240,2.068611,0.015371
1738669014.677295,t305,neutral_04.jpg,1738669014.075490,1738669014.677295,0.601805,1.770827,1.785841,0.015015
1738669016.627047,t306,highpos_27.jpg,1738669016.025185,1738669016.627047,0.601862,1.331641,1.347890,0.016249
1738669019.253914,t307,highpos_07.jpg,1738669018.648732,1738669019.253914,0.605181,2.008980,2.021686,0.012706
1738669020.890120,t308,highpos_26.jpg,1738669020.284930,1738669020.890120,0.605190,1.019210,1.031016,0.011806
1738669023.272429,t309,neutral_23.jpg,1738669022.670589,1738669023.272429,0.601840,1.762851,1.780469,0.017618
1738669024.995442,t310,neutral_17.jpg,1738669024.396878,1738669024.995442,0.598564,1.107360,1.124449,0.017089
1738669027.368340,t311,neutral_21.jpg,1738669026.767303,1738669027.368340,0.601038,1.739352,1.771861,0.032509
1738669029.284068,t312,neutral_19.jpg,1738669028.686421,1738669029.284068,0.597647,1.303016,1.318080,0.015064
1738669032.293203,t313,neutral_16.jpg,1738669031.695359,1738669032.293203,0.597845,2.387438,2.411291,0.023853
1738669035.398797,t314,highpos_09.jpg,1738669034.800665,1738669035.398797,0.598132,2.479262,2.507461,0.028200
1738669038.484132,t315,neutral_14.jpg,1738669037.887169,1738669038.484132,0.596963,2.468360,2.488372,0.020012
1738669041.537565,t316,neutral_18.jpg,1738669040.936561,1738669041.537565,0.601003,2.436441,2.452430,0.015989
1738669044.784651,t317,neutral_03.jpg,1738669044.183422,1738669044.784651,0.601229,2.634790,2.645857,0.011067
1738669047.374968,t318,highpos_15.jpg,1738669046.771489,1738669047.374968,0.603479,1.969617,1.986838,0.017221
1738669050.196199,t319,highpos_01.jpg,1738669049.591337,1738669050.196199,0.604863,2.197370,2.216369,0.018998
1738669053.183440,t320,highpos_29.jpg,1738669052.579985,1738669053.183440,0.603455,2.371572,2.383786,0.012214
1738669056.305943,t321,neutral_06.jpg,1738669055.706870,1738669056.305943,0.599073,2.507849,2.523430,0.015581
1738669058.041754,t322,highpos_06.jpg,1738669057.442512,1738669058.041754,0.599243,1.125519,1.136569,0.011050
1738669059.940093,t323,highpos_05.jpg,1738669059.330816,1738669059.940093,0.609278,1.270705,1.289061,0.018356
1738669063.367432,t324,neutral_24.jpg,1738669062.770353,1738669063.367432,0.597079,2.823695,2.830260,0.006565
1738669065.374396,t325,neutral_12.jpg,1738669064.774315,1738669065.374396,0.600081,1.392799,1.406883,0.014083
1738669068.829700,t326,highpos_14.jpg,1738669068.230477,1738669068.829700,0.599223,2.831979,2.856081,0.024102
1738669071.768249,t327,highpos_10.jpg,1738669071.169683,1738669071.768249,0.598566,2.315532,2.339982,0.024450
1738669073.759433,t328,neutral_20.jpg,1738669073.154474,1738669073.759433,0.604959,1.368781,1.386225,0.017444
1738669076.140501,t329,neutral_02.jpg,1738669075.545420,1738669076.140501,0.595082,1.772135,1.785986,0.013851
1738669078.466387,t330,neutral_22.jpg,1738669077.866169,1738669078.466387,0.600217,1.709947,1.725668,0.015721
1738669081.437160,t331,neutral_08.jpg,1738669080.831323,1738669081.437160,0.605837,2.347790,2.364937,0.017147
1738669083.625960,t332,highpos_16.jpg,1738669083.019928,1738669083.625960,0.606033,1.569040,1.582767,0.013727
1738669086.931220,t333,highpos_13.jpg,1738669086.331044,1738669086.931220,0.600176,2.688865,2.705084,0.016219
1738669089.021409,t334,highpos_19.jpg,1738669088.419666,1738669089.021409,0.601743,1.468817,1.488446,0.019628
1738669092.242818,t335,neutral_15.jpg,1738669091.644272,1738669092.242818,0.598546,2.595519,2.622864,0.027345
1738669094.945250,t336,neutral_25.jpg,1738669094.343995,1738669094.945250,0.601255,2.085096,2.101177,0.016081
1738669098.373200,t337,highpos_03.jpg,1738669097.772361,1738669098.373200,0.600839,2.809347,2.827111,0.017764
1738669100.310032,t338,highpos_25.jpg,1738669099.706882,1738669100.310032,0.603149,1.313900,1.333682,0.019783
1738669102.910819,t339,neutral_13.jpg,1738669102.314072,1738669102.910819,0.596747,1.991678,2.004040,0.012362
1738669106.136139,t340,highpos_12.jpg,1738669105.538036,1738669106.136139,0.598103,2.606552,2.627217,0.020665
1738669108.808686,t341,highpos_11.jpg,1738669108.205933,1738669108.808686,0.602753,2.047037,2.069794,0.022757
1738669110.596993,t342,neutral_05.jpg,1738669109.992620,1738669110.596993,0.604373,1.162155,1.183934,0.021779
1738669112.528880,t343,neutral_07.jpg,1738669111.929748,1738669112.528880,0.599132,1.316191,1.332755,0.016563
1738669114.349232,t344,neutral_01.jpg,1738669113.750498,1738669114.349232,0.598734,1.205356,1.221618,0.016261
1738669117.795014,t345,highpos_24.jpg,1738669117.193911,1738669117.795014,0.601103,2.823871,2.844679,0.020807
1738669121.162898,t346,highpos_17.jpg,1738669120.562544,1738669121.162898,0.600354,2.744099,2.767530,0.023432
1738669123.555379,t347,neutral_10.jpg,1738669122.952517,1738669123.555379,0.602863,1.771706,1.789619,0.017913
1738669126.955978,t348,highpos_22.jpg,1738669126.357765,1738669126.955978,0.598214,2.793601,2.802386,0.008784
1738669128.748625,t349,neutral_11.jpg,1738669128.145900,1738669128.748625,0.602724,1.165160,1.189922,0.024761
1738669132.154236,t350,highpos_28.jpg,1738669131.553537,1738669132.154236,0.600699,2.790598,2.804913,0.014314
1738669135.087887,t351,highpos_04.jpg,1738669134.492385,1738669135.087887,0.595502,2.314648,2.338149,0.023501
1738669138.128083,t352,highpos_02.jpg,1738669137.533880,1738669138.128083,0.594203,2.422057,2.445993,0.023936
1738669140.083683,t353,highpos_08.jpg,1738669139.483086,1738669140.083683,0.600597,1.330990,1.355004,0.024013
1738669142.121779,t354,neutral_09.jpg,1738669141.523506,1738669142.121779,0.598273,1.422199,1.439823,0.017624
1738669145.542140,t355,neutral_04.jpg,1738669144.945239,1738669145.542140,0.596901,2.798543,2.823461,0.024917
1738669148.400509,t356,highpos_27.jpg,1738669147.801639,1738669148.400509,0.598870,2.229484,2.259499,0.030015
1738669151.673392,t357,highpos_07.jpg,1738669151.071167,1738669151.673392,0.602225,2.652541,2.670659,0.018118
1738669153.627511,t358,highpos_26.jpg,1738669153.027380,1738669153.627511,0.600132,1.337653,1.353988,0.016334
1738669155.266986,t359,neutral_23.jpg,1738669154.665788,1738669155.266986,0.601198,1.015965,1.038277,0.022311
1738669157.832869,t360,neutral_17.jpg,1738669157.233878,1738669157.832869,0.598991,1.944605,1.966892,0.022287
1738669161.124100,t361,neutral_21.jpg,1738669160.521367,1738669161.124100,0.602733,2.672349,2.688498,0.016149
1738669163.516238,t362,neutral_19.jpg,1738669162.912935,1738669163.516238,0.603302,1.778180,1.788836,0.010656
1738669165.267235,t363,neutral_16.jpg,1738669164.668243,1738669165.267235,0.598992,1.124739,1.152005,0.027265
1738669168.475892,t364,highpos_09.jpg,1738669167.869897,1738669168.475892,0.605995,2.583345,2.602662,0.019317
1738669170.397116,t365,neutral_14.jpg,1738669169.793427,1738669170.397116,0.603689,1.303458,1.317535,0.014078
1738669172.600302,t366,neutral_18.jpg,1738669171.992289,1738669172.600302,0.608013,1.587089,1.595173,0.008084
1738669175.273387,t367,neutral_03.jpg,1738669174.666815,1738669175.273387,0.606573,2.050344,2.066513,0.016169
1738669176.906832,t368,highpos_15.jpg,1738669176.308960,1738669176.906832,0.597871,1.012080,1.035573,0.023493
1738669179.896168,t369,highpos_01.jpg,1738669179.294157,1738669179.896168,0.602011,2.371704,2.387325,0.015621
1738669183.350330,t370,highpos_29.jpg,1738669182.750484,1738669183.350330,0.599845,2.830696,2.854316,0.023620
1738669186.956789,t371,neutral_06.jpg,1738669186.360499,1738669186.956789,0.596290,2.983792,3.010170,0.026378
1738669190.483876,t372,highpos_06.jpg,1738669189.874253,1738669190.483876,0.609623,2.896368,2.917464,0.021096
1738669192.935915,t373,highpos_05.jpg,1738669192.337616,1738669192.935915,0.598298,1.846991,1.853740,0.006749
1738669195.707229,t374,neutral_24.jpg,1738669195.101860,1738669195.707229,0.605369,2.141328,2.165945,0.024618
1738669197.876432,t375,neutral_12.jpg,1738669197.280232,1738669197.876432,0.596200,1.558242,1.573003,0.014761
1738669199.878315,t376,highpos_14.jpg,1738669199.279118,1738669199.878315,0.599197,1.377190,1.402685,0.025496
1738669201.822083,t377,highpos_10.jpg,1738669201.222709,1738669201.822083,0.599374,1.314411,1.344394,0.029984
1738669203.588745,t378,neutral_20.jpg,1738669202.980875,1738669203.588745,0.607870,1.139429,1.158791,0.019363
1738669205.344191,t379,neutral_02.jpg,1738669204.742708,1738669205.344191,0.601482,1.142446,1.153964,0.011518
1738669208.061656,t380,neutral_22.jpg,1738669207.463074,1738669208.061656,0.598582,2.098248,2.118883,0.020635
1738669210.465212,t381,neutral_08.jpg,1738669209.857101,1738669210.465212,0.608111,1.769040,1.795445,0.026405
1738669213.595281,t382,highpos_16.jpg,1738669212.996201,1738669213.595281,0.599080,2.516549,2.530989,0.014440
1738669216.519691,t383,highpos_13.jpg,1738669215.918904,1738669216.519691,0.600788,2.297765,2.323623,0.025858
1738669219.472366,t384,highpos_19.jpg,1738669218.872244,1738669219.472366,0.600123,2.339436,2.352552,0.013116
1738669223.067115,t385,neutral_15.jpg,1738669222.458009,1738669223.067115,0.609106,2.964097,2.985642,0.021545
1738669225.950327,t386,neutral_25.jpg,1738669225.344476,1738669225.950327,0.605851,2.270443,2.277361,0.006918
1738669227.898432,t387,highpos_03.jpg,1738669227.289831,1738669227.898432,0.608601,1.321235,1.339504,0.018270
1738669229.843505,t388,highpos_25.jpg,1738669229.240684,1738669229.843505,0.602821,1.327822,1.342252,0.014429
1738669231.542462,t389,neutral_13.jpg,1738669230.947316,1738669231.542462,0.595146,1.077938,1.103811,0.025873
1738669233.770465,t390,highpos_12.jpg,1738669233.163089,1738669233.770465,0.607377,1.597296,1.620626,0.023330
1738669237.171437,t391,highpos_11.jpg,1738669236.574852,1738669237.171437,0.596585,2.782198,2.804386,0.022188
1738669240.027054,t392,neutral_05.jpg,1738669239.428082,1738669240.027054,0.598972,2.238603,2.256645,0.018043
1738669241.985474,t393,neutral_07.jpg,1738669241.381802,1738669241.985474,0.603672,1.332783,1.354748,0.021964
1738669245.525711,t394,neutral_01.jpg,1738669244.925372,1738669245.525711,0.600339,2.922573,2.939898,0.017325
1738669247.646800,t395,highpos_24.jpg,1738669247.037031,1738669247.646800,0.609768,1.497989,1.511320,0.013331
1738669250.712868,t396,highpos_17.jpg,1738669250.114576,1738669250.712868,0.598293,2.462714,2.467776,0.005061
1738669253.106272,t397,neutral_10.jpg,1738669252.501465,1738669253.106272,0.604807,1.766679,1.788596,0.021917
1738669256.544374,t398,highpos_22.jpg,1738669255.939983,1738669256.544374,0.604391,2.822473,2.833711,0.011238
1738669259.747371,t399,neutral_11.jpg,1738669259.142929,1738669259.747371,0.604442,2.580451,2.598555,0.018104
1738669262.739645,t400,highpos_28.jpg,1738669262.134327,1738669262.739645,0.605319,2.380416,2.386956,0.006540
1738669265.170948,t401,highpos_04.jpg,1738669264.574676,1738669265.170948,0.596272,1.826516,1.835031,0.008514
1738669267.901161,t402,highpos_02.jpg,1738669267.298985,1738669267.901161,0.602176,2.109754,2.128036,0.018283
1738669271.292368,t403,highpos_08.jpg,1738669270.684070,1738669271.292368,0.608299,2.769369,2.782908,0.013540
1738669273.181282,t404,neutral_09.jpg,1738669272.572133,1738669273.181282,0.609149,1.265643,1.279764,0.014121
1738669276.450195,t405,neutral_04.jpg,1738669275.851833,1738669276.450195,0.598363,2.657131,2.670551,0.013420
1738669279.791508,t406,highpos_27.jpg,1738669279.187453,1738669279.791508,0.604056,2.720092,2.737257,0.017165
1738669282.718822,t407,highpos_07.jpg,1738669282.108622,1738669282.718822,0.610200,2.310533,2.317114,0.006581
1738669284.530570,t408,highpos_26.jpg,1738669283.924766,1738669284.530570,0.605803,1.197144,1.205944,0.008800
1738669286.599563,t409,neutral_23.jpg,1738669285.996073,1738669286.599563,0.603490,1.445490,1.465504,0.020014
1738669288.927644,t410,neutral_17.jpg,1738669288.323344,1738669288.927644,0.604299,1.716538,1.723781,0.007244
1738669291.809174,t411,neutral_21.jpg,1738669291.204902,1738669291.809174,0.604272,2.256447,2.277258,0.020811
1738669293.598984,t412,neutral_19.jpg,1738669292.999029,1738669293.598984,0.599955,1.162182,1.189855,0.027673
1738669297.189899,t413,neutral_16.jpg,1738669296.578153,1738669297.189899,0.611746,2.973686,2.979168,0.005483
1738669298.958937,t414,highpos_09.jpg,1738669298.361711,1738669298.958937,0.597226,1.172401,1.171812,-0.000589
1738669300.724450,t415,neutral_14.jpg,1738669300.122372,1738669300.724450,0.602078,1.126657,1.163435,0.036778
1738669304.029550,t416,neutral_18.jpg,1738669303.425463,1738669304.029550,0.604087,2.687741,2.701013,0.013272
1738669306.044539,t417,neutral_03.jpg,1738669305.432603,1738669306.044539,0.611937,1.380677,1.403052,0.022375
1738669308.548696,t418,highpos_15.jpg,1738669307.945756,1738669308.548696,0.602940,1.898140,1.901216,0.003077
1738669310.310856,t419,highpos_01.jpg,1738669309.709332,1738669310.310856,0.601524,1.131311,1.160636,0.029325
1738669312.806352,t420,highpos_29.jpg,1738669312.199721,1738669312.806352,0.606631,1.858775,1.888865,0.030090
1738669315.827137,t421,neutral_06.jpg,1738669315.213898,1738669315.827137,0.613239,2.385860,2.407546,0.021686
1738669318.528040,t422,highpos_06.jpg,1738669317.926426,1738669318.528040,0.601614,2.100884,2.099289,-0.001594
1738669320.565110,t423,highpos_05.jpg,1738669319.968293,1738669320.565110,0.596817,1.417004,1.440253,0.023249
1738669323.721381,t424,neutral_24.jpg,1738669323.119486,1738669323.721381,0.601895,2.527299,2.554376,0.027077
1738669327.125660,t425,neutral_12.jpg,1738669326.522685,1738669327.125660,0.602975,2.787097,2.801304,0.014206
1738669330.184544,t426,highpos_14.jpg,1738669329.589259,1738669330.184544,0.595285,2.441097,2.463599,0.022502
1738669333.016856,t427,highpos_10.jpg,1738669332.415733,1738669333.016856,0.601123,2.200928,2.231189,0.030261
1738669335.288653,t428,neutral_20.jpg,1738669334.689671,1738669335.288653,0.598982,1.668680,1.672814,0.004134
1738669338.322628,t429,neutral_02.jpg,1738669337.709101,1738669338.322628,0.613527,2.401789,2.420448,0.018659
1738669341.211757,t430,neutral_22.jpg,1738669340.609446,1738669341.211757,0.602311,2.274846,2.286818,0.011972
1738669343.110156,t431,neutral_08.jpg,1738669342.508146,1738669343.110156,0.602010,1.292768,1.296389,0.003621
1738669344.796323,t432,highpos_16.jpg,1738669344.194925,1738669344.796323,0.601398,1.074072,1.084768,0.010696
1738669347.878161,t433,highpos_13.jpg,1738669347.283231,1738669347.878161,0.594929,2.473283,2.486908,0.013625
1738669351.087864,t434,highpos_19.jpg,1738669350.486355,1738669351.087864,0.601510,2.568399,2.608194,0.039795
1738669353.516456,t435,neutral_15.jpg,1738669352.913285,1738669353.516456,0.603171,1.807263,1.825421,0.018158
1738669355.876008,t436,neutral_25.jpg,1738669355.273299,1738669355.876008,0.602709,1.735597,1.756842,0.021245
1738669357.974987,t437,highpos_03.jpg,1738669357.373531,1738669357.974987,0.601456,1.467580,1.497523,0.029943
1738669360.627137,t438,highpos_25.jpg,1738669360.028849,1738669360.627137,0.598288,2.027817,2.053862,0.026045
1738669363.356300,t439,neutral_13.jpg,1738669362.744058,1738669363.356300,0.612242,2.095544,2.116921,0.021377
1738669366.658891,t440,highpos_12.jpg,1738669366.046479,1738669366.658891,0.612412,2.681335,2.690179,0.008844
1738669368.479290,t441,highpos_11.jpg,1738669367.875411,1738669368.479290,0.603878,1.221226,1.216520,-0.004706
1738669371.447658,t442,neutral_05.jpg,1738669370.833872,1738669371.447658,0.613786,2.347183,2.354582,0.007399
1738669373.293281,t443,neutral_07.jpg,1738669372.690385,1738669373.293281,0.602896,1.230730,1.242727,0.011997
1738669375.523863,t444,neutral_01.jpg,1738669374.920394,1738669375.523863,0.603469,1.604884,1.627114,0.022230
1738669377.556056,t445,highpos_24.jpg,1738669376.959493,1738669377.556056,0.596563,1.414508,1.435630,0.021122
1738669379.420247,t446,highpos_17.jpg,1738669378.818341,1738669379.420247,0.601906,1.235103,1.262285,0.027181
1738669382.785954,t447,neutral_10.jpg,1738669382.191070,1738669382.785954,0.594884,2.762789,2.770823,0.008033
1738669384.756371,t448,highpos_22.jpg,1738669384.158664,1738669384.756371,0.597707,1.350321,1.372710,0.022389
1738669386.870486,t449,neutral_11.jpg,1738669386.269232,1738669386.870486,0.601254,1.490356,1.512861,0.022505
1738669389.446026,t450,highpos_28.jpg,1738669388.835158,1738669389.446026,0.610868,1.934930,1.964672,0.029743
1738669391.963592,t451,highpos_04.jpg,1738669391.362994,1738669391.963592,0.600598,1.898939,1.916969,0.018029
1738669394.851686,t452,highpos_02.jpg,1738669394.248133,1738669394.851686,0.603553,2.255082,2.284540,0.029459
1738669397.924287,t453,highpos_08.jpg,1738669397.317594,1738669397.924287,0.606693,2.439156,2.465908,0.026753
1738669401.455596,t454,neutral_09.jpg,1738669400.852713,1738669401.455596,0.602883,2.911350,2.928426,0.017076
1738669403.190193,t455,neutral_04.jpg,1738669402.588418,1738669403.190193,0.601775,1.130934,1.132822,0.001888
1738669406.354068,t456,highpos_27.jpg,1738669405.742767,1738669406.354068,0.611301,2.532008,2.552574,0.020566
1738669409.119467,t457,highpos_07.jpg,1738669408.523576,1738669409.119467,0.595891,2.152656,2.169508,0.016852
1738669410.857800,t458,highpos_26.jpg,1738669410.259062,1738669410.857800,0.598738,1.114294,1.139595,0.025301
1738669413.699912,t459,neutral_23.jpg,1738669413.096389,1738669413.699912,0.603523,2.223383,2.238589,0.015207
1738669416.487016,t460,neutral_17.jpg,1738669415.883700,1738669416.487016,0.603316,2.175243,2.183788,0.008545
1738669419.767659,t461,neutral_21.jpg,1738669419.161872,1738669419.767659,0.605787,2.656008,2.674855,0.018847
1738669423.332105,t462,neutral_19.jpg,1738669422.733532,1738669423.332105,0.598572,2.956996,2.965873,0.008877
1738669426.581868,t463,neutral_16.jpg,1738669425.976209,1738669426.581868,0.605659,2.625079,2.644104,0.019025
1738669428.829805,t464,highpos_09.jpg,1738669428.216140,1738669428.829805,0.613665,1.616310,1.634271,0.017962
1738669430.593872,t465,neutral_14.jpg,1738669429.975095,1738669430.593872,0.618777,1.144186,1.145290,0.001104
1738669433.652360,t466,neutral_18.jpg,1738669433.050489,1738669433.652360,0.601871,2.456783,2.456617,-0.000166
1738669435.659752,t467,neutral_03.jpg,1738669435.057962,1738669435.659752,0.601790,1.385985,1.405602,0.019617
1738669437.729105,t468,highpos_15.jpg,1738669437.116075,1738669437.729105,0.613030,1.448245,1.456322,0.008077
1738669440.419277,t469,highpos_01.jpg,1738669439.810303,1738669440.419277,0.608974,2.078001,2.081198,0.003197
