CrossTime,SceneTime,PicDuration,Target_ITI,Actual_ITI,ITI_Error,Block,Trial,Stimulus
1730815303.777402,1730815304.335395,0.600000,1.161810,1.138418,-0.023392,1,57,lowneg_09.jpg
1730815304.930599,1730815306.424409,0.600000,2.090837,2.089014,-0.001824,1,58,neutral_13.jpg
1730815307.020125,1730815307.809773,0.600000,1.389350,1.385364,-0.003986,1,59,highpos_14.jpg
1730815308.421189,1730815309.691376,0.600000,1.888078,1.881603,-0.006475,1,60,lowneg_23.jpg
1730815310.284829,1730815311.706118,0.600000,2.022045,2.014742,-0.007303,1,61,highneg_17.jpg
1730815312.292758,1730815314.658002,0.600000,2.964919,2.951884,-0.013036,1,62,highneg_05.jpg
1730815315.245878,1730815316.667153,0.600000,2.023844,2.009151,-0.014693,1,63,lowneg_05.jpg
1730815317.261432,1730815317.935359,0.600000,1.255163,1.268206,0.013043,1,64,highpos_03.jpg
1730815318.517785,1730815319.540139,0.600000,1.616026,1.604780,-0.011246,1,65,lowneg_21.jpg
1730815320.135017,1730815321.496883,0.600000,1.954621,1.956744,0.002123,1,66,neutral_08.jpg
1730815322.090531,1730815323.844429,0.600000,2.352595,2.347546,-0.005048,1,67,lowpos_17.jpg
1730815324.439125,1730815326.509954,0.600000,2.660141,2.665525,0.005384,1,68,highpos_24.jpg
1730815327.089788,1730815328.150685,0.600000,1.654154,1.640731,-0.013423,1,69,highneg_01.jpg
1730815328.744426,1730815330.632233,0.600000,2.480540,2.481548,0.001008,1,70,lowneg_22.jpg
1730815331.221939,1730815331.855119,0.600000,1.236078,1.222886,-0.013192,1,71,lowneg_14.jpg
1730815332.448507,1730815334.195307,0.600000,2.351520,2.340188,-0.011332,1,72,neutral_09.jpg
1730815334.788865,1730815336.921122,0.600000,2.730647,2.725815,-0.004832,1,73,lowpos_07.jpg
1730815337.514306,1730815338.418541,0.600000,1.502988,1.497419,-0.005569,1,74,lowneg_04.jpg
1730815339.014252,1730815339.858251,0.600000,1.442650,1.439710,-0.002940,1,75,highpos_17.jpg
1730815340.553206,1730815341.312619,0.600000,1.454746,1.454368,-0.000378,1,76,highpos_01.jpg
1730815341.893978,1730815343.668557,0.600000,2.282394,2.355938,0.073544,1,77,lowpos_25.jpg
1730815344.171623,1730815346.297048,0.600000,2.717430,2.628491,-0.088939,1,78,highneg_03.jpg
1730815346.884633,1730815349.009846,0.600000,2.722718,2.712798,-0.009920,1,79,lowpos_30.jpg
1730815349.604989,1730815351.499091,0.600000,2.487930,2.489245,0.001315,1,80,neutral_23.jpg
1730815352.094365,1730815353.041461,0.600000,1.545219,1.542370,-0.002849,1,81,lowneg_10.jpg
1730815353.634509,1730815355.231162,0.600000,2.203090,2.189701,-0.013389,1,82,highpos_09.jpg
1730815355.829066,1730815357.642466,0.600000,2.417664,2.411304,-0.006360,1,83,highneg_08.jpg
1730815358.239697,1730815360.558276,0.600000,2.915647,2.915810,0.000162,1,84,neutral_03.jpg
1730815361.151612,1730815362.544445,0.600000,1.985113,1.986169,0.001056,1,85,lowneg_08.jpg
1730815363.136292,1730815363.680365,0.600000,1.141556,1.135920,-0.005636,1,86,lowneg_02.jpg
1730815364.273874,1730815365.932334,0.600000,2.263978,2.251969,-0.012009,1,87,lowpos_06.jpg
1730815366.527090,1730815368.689622,0.600000,2.757506,2.757288,-0.000218,1,88,highneg_15.jpg
1730815369.286362,1730815369.897529,0.600000,1.205686,1.207907,0.002221,1,89,highpos_05.jpg
1730815370.490721,1730815372.040525,0.600000,2.143338,2.142996,-0.000342,1,90,highneg_10.jpg
1730815372.634717,1730815374.751484,0.600000,2.723159,2.710959,-0.012200,1,91,neutral_24.jpg
1730815375.347515,1730815377.482536,0.600000,2.739064,2.731052,-0.008012,1,92,lowneg_15.jpg
1730815378.077226,1730815380.385863,0.600000,2.910575,2.903327,-0.007248,1,93,neutral_17.jpg
1730815380.979126,1730815381.474969,0.600000,1.090604,1.089106,-0.001498,1,94,highpos_06.jpg
1730815382.061825,1730815382.992670,0.600000,1.528800,1.517701,-0.011098,1,95,neutral_04.jpg
1730815383.581637,1730815385.313528,0.600000,2.325253,2.320858,-0.004395,1,96,lowpos_05.jpg
1730815385.906104,1730815388.087960,0.600000,2.775154,2.774432,-0.000722,1,97,lowpos_27.jpg
1730815388.685459,1730815389.184253,0.600000,1.102292,1.096293,-0.005999,1,98,lowpos_12.jpg
1730815389.769477,1730815390.425938,0.600000,1.252051,1.241685,-0.010366,1,99,highneg_24.jpg
1730815391.018890,1730815392.740267,0.600000,2.316769,2.314329,-0.002439,1,100,neutral_02.jpg
1730815393.335665,1730815394.825104,0.600000,2.086373,2.084837,-0.001536,1,101,highpos_08.jpg
1730815395.417399,1730815396.428637,0.600000,1.607906,1.603533,-0.004373,1,102,highneg_06.jpg
